B38A2E19
1;1;1;Tube 13*100mm 16 Pos;Tube1;013/035678;11
1;1;2;Tube 13*100mm 16 Pos;Tube1;013/035678;12
1;1;3;Tube 13*100mm 16 Pos;Tube1;013/035678;***
1;1;4;Tube 13*100mm 16 Pos;Tube1;013/035678;123
1;1;5;Tube 13*100mm 16 Pos;Tube1;013/035678;123
1;1;6;Tube 13*100mm 16 Pos;Tube1;013/035678;123
1;1;7;Tube 13*100mm 16 Pos;Tube1;013/035678;0125184384
1;1;8;Tube 13*100mm 16 Pos;Tube1;013/035678;0125177806
1;1;9;Tube 13*100mm 16 Pos;Tube1;013/035678;0125184722
1;1;10;Tube 13*100mm 16 Pos;Tube1;013/035678;0125185986
1;1;11;Tube 13*100mm 16 Pos;Tube1;013/035678;0125176312
1;1;12;Tube 13*100mm 16 Pos;Tube1;013/035678;0125171347
1;1;13;Tube 13*100mm 16 Pos;Tube1;013/035678;0125643308
1;1;14;Tube 13*100mm 16 Pos;Tube1;013/035678;0125643686
1;1;15;Tube 13*100mm 16 Pos;Tube1;013/035678;0125644875
1;1;16;Tube 13*100mm 16 Pos;Tube1;013/035678;0124113560
2;1;1;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;2;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;3;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;4;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;5;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;6;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;7;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;8;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;9;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;10;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;11;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;12;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;13;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;14;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;15;Tube 13*100mm 16 Pos;Tube2;013/035679;123
2;1;16;Tube 13*100mm 16 Pos;Tube2;013/035679;123
3;1;1;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;2;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;3;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;4;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;5;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;6;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;7;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;8;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;9;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;10;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;11;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;12;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;13;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;14;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;15;Tube 13*100mm 16 Pos;Tube3;013/035682;123
3;1;16;Tube 13*100mm 16 Pos;Tube3;013/035682;123
4;1;1;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;2;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;3;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;4;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;5;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;6;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;7;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;8;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;9;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;10;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;11;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;12;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;13;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;14;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;15;Tube 13*100mm 16 Pos;Tube4;013/035681;123
4;1;16;Tube 13*100mm 16 Pos;Tube4;013/035681;123
5;1;1;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;2;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;3;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;4;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;5;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;6;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;7;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;8;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;9;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;10;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;11;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;12;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;13;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;14;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;15;Tube 13*100mm 16 Pos;Tube5;013/035683;123
5;1;16;Tube 13*100mm 16 Pos;Tube5;013/035683;123
6;1;1;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;2;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;3;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;4;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;5;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;6;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;7;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;8;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;9;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;10;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;11;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;12;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;13;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;14;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;15;Tube 13*100mm 16 Pos;Tube6;013/017513;123
6;1;16;Tube 13*100mm 16 Pos;Tube6;013/017513;123
7;1;1;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;2;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;3;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;4;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;5;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;6;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;7;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;8;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;9;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;10;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;11;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;12;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;13;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;14;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;15;Tube 13*100mm 16 Pos;Tube7;013/017512;123
7;1;16;Tube 13*100mm 16 Pos;Tube7;013/017512;123
8;1;1;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;2;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;3;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;4;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;5;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;6;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;7;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;8;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;9;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;10;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;11;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;12;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;13;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;14;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;15;Tube 13*100mm 16 Pos;Tube8;013/035680;123
8;1;16;Tube 13*100mm 16 Pos;Tube8;013/035680;123
9;1;1;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;2;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;3;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;4;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;5;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;6;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;7;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;8;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;9;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;10;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;11;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;12;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;13;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;14;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;15;Tube 13*100mm 16 Pos;Tube9;013/017509;123
9;1;16;Tube 13*100mm 16 Pos;Tube9;013/017509;123
10;1;1;Tube 13*100mm 16 Pos;Tube10;013/017514;123
10;1;2;Tube 13*100mm 16 Pos;Tube10;013/017514;123
10;1;3;Tube 13*100mm 16 Pos;Tube10;013/017514;123
10;1;4;Tube 13*100mm 16 Pos;Tube10;013/017514;123
10;1;5;Tube 13*100mm 16 Pos;Tube10;013/017514;123
10;1;6;Tube 13*100mm 16 Pos;Tube10;013/017514;123
